name,TotalExposedSasa,TotalBSA,InterfaceHydrophobicSasa,InterfacePolarSasa,InteractionScore,FaAtrInteraction,FaRepInteraction,FaSolInteraction,FaElecInteraction,HBondBbScInteraction,HBondScInteraction,GenBonded,HBInterface,InterfaceUnsat,SideFlexAlpha,SideFlexBeta,SideFlexOther,BackFlexAlpha,BackFlexBeta,BackFlexOther,PiPi,TStacking,CationPi,SaltBridge,TotalElec,TotalHBond,TotalHphobics,6.6,6.7,6.8,6.9,6.15,6.16,6.17,6.35,6.53,7.6,7.7,7.8,7.9,7.15,7.16,7.17,7.35,7.53,8.6,8.7,8.8,8.9,8.15,8.16,8.17,8.35,8.53,16.6,16.7,16.8,16.9,16.15,16.16,16.17,16.35,16.53,FCsp3,NumHAcceptors,NumHDonors,MolLogP,TPSA,Class,PDB_code
decoys_minimizations/mini_1g9v_model0_chainA_RQ3_resi801__chainB_chainA_hits_1_decoy_RQ3_17_34.pdb,-0.129259376,716.7,0.673782966,0.326217034,-17.89103605,-21.12165826,4.774543414,2.98321963,-1.535878122,0,0,6.196297017,0,1,187,0,22,10,0,0,0,0,0,0,17226.00615,0,13,2552,660,712,27,477,104,130,3,161,42,42,2,0,0,0,0,0,0,0,0,119,25,37,1,179,48,53,3,0,0,0,0,0,0,0,0,0.176470588,6,2,3.85132,51.97,0,1G9V_RQ3
decoys_minimizations/mini_1g9v_model0_chainA_RQ3_resi801__chainB_chainA_hits_1_decoy_RQ3_18_76.pdb,-0.114677211,681.5,0.687487609,0.312512391,-13.92249846,-17.86695841,4.345728377,2.135737099,-0.178204457,0,0,3.534594505,0,1,178,0,22,4,0,0,0,0,1,0,31212.47311,0,18,2491,659,693,28,446,101,128,2,167,46,46,2,0,0,0,0,0,0,0,0,102,24,30,1,189,48,50,2,0,0,0,0,0,0,0,0,0.176470588,6,2,3.85132,51.97,0,1G9V_RQ3
decoys_minimizations/mini_1g9v_model0_chainA_RQ3_resi801__chainB_chainA_hits_1_decoy_RQ3_49_244.pdb,-0.09023632,733.6,0.751807061,0.248192939,-20.20580243,-21.67739583,3.78688736,2.56216617,-2.726032939,0,0,7.120046624,0,2,263,0,28,4,0,0,0,0,0,0,-124872.3055,1,24,2880,803,847,37,312,80,81,3,390,99,108,3,0,0,0,0,0,0,0,0,111,28,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315789474,3,2,3.47436,75.27,0,1G9V_RQ3
decoys_minimizations/mini_1ggd_model0_chainC_FAF_altA_resi301__chainC_altB_hits_1_decoy_FAF_12_36.pdb,-0.098965292,609.67,0.579152865,0.420847135,-16.5901245,-30.65602673,14.81048147,9.644774279,-1.509711987,0,0,2.533718826,0,10,0,61,176,0,25,103,0,0,0,0,17569.22238,0,15,1848,473,581,67,200,49,57,7,332,89,111,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5625,5,2,1.45508,74.51,0,1GGD_FAF
decoys_minimizations/mini_1ggd_model0_chainC_FAF_altA_resi301__chainC_altB_hits_1_decoy_FAF_17_19.pdb,0.042633791,489.82,0.617686607,0.382313393,-16.17901041,-22.1189322,4.430446361,7.354708931,-1.227012927,0,0,7.443166179,0,6,0,65,91,0,36,49,0,0,0,0,-8321.565196,1,21,1444,368,466,50,211,59,63,10,168,44,59,7,0,0,0,0,0,0,0,0,65,18,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0.4,6,2,2.0409,57.62,0,1GGD_FAF
decoys_minimizations/mini_1ggd_model0_chainC_FAF_altA_resi301__chainC_altB_hits_1_decoy_FAF_1_223.pdb,-0.060628105,561.82,0.628701796,0.371298204,-14.66452943,-21.23664858,6.697903591,5.695677519,-1.37201518,0,0,16.34023383,1,6,2,75,96,0,41,52,0,0,0,0,190361.4354,1,10,1485,394,493,54,87,25,31,3,306,82,106,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875,4,2,2.277,77.84,0,1GGD_FAF
decoys_minimizations/mini_1gii_model0_chainA_1PU_resi501__chainA_hits_1_decoy_1PU_23_16.pdb,-0.186800481,683.1,0.666428398,0.333571602,-23.70000749,-26.39127835,6.846661863,7.630360151,-4.241467459,-3.327185878,0,5.96965767,2,0,2,195,47,0,19,25,0,0,0,0,-102793.4745,2,15,2526,675,675,0,547,143,152,0,533,142,141,0,0,0,0,0,0,0,0,0,160,41,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,5,2,2.797,72.48,0,1GII_1PU
decoys_minimizations/mini_1gii_model0_chainA_1PU_resi501__chainA_hits_1_decoy_1PU_2_195.pdb,-0.132897782,647.5,0.649387638,0.350612362,-23.99004376,-25.81199082,8.397607672,2.677631734,-3.622734471,-2.698164552,0,18.13310856,2,4,0,229,33,0,26,18,0,0,0,0,-46074.89313,2,16,2530,657,680,0,777,199,216,0,177,51,51,0,0,0,0,0,0,0,0,0,176,47,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357142857,6,1,1.37182,77.04,0,1GII_1PU
decoys_minimizations/mini_1gii_model0_chainA_1PU_resi501__chainA_hits_1_decoy_1PU_8_0.pdb,-0.188909054,703,0.655723765,0.344276235,-22.77715021,-26.34109599,6.222313719,4.759692243,-3.369501746,0,-1.615693987,4.179270456,1,10,0,232,28,0,16,17,0,0,0,0,-74177.49359,2,20,2743,725,729,1,826,208,205,0,372,100,97,0,315,82,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266666667,4,2,2.3963,76.02,0,1GII_1PU
decoys_minimizations/mini_1gij_model0_chainA_2PU_resi501__chainA_hits_1_decoy_2PU_32_98.pdb,-0.151468615,753.4,0.720221331,0.279778669,-20.31782772,-25.51770755,11.12565471,0.615621758,-0.122240218,0,0,5.11885648,0,8,4,274,68,0,9,10,0,0,0,1,-57471.41003,1,29,3369,899,898,1,789,213,215,0,164,45,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.473684211,4,4,-0.7567,79.09,0,1GIJ_2PU
decoys_minimizations/mini_1gij_model0_chainA_2PU_resi501__chainA_hits_1_decoy_2PU_38_91.pdb,-0.210501392,757.7,0.65960262,0.34039738,-22.90125598,-26.4157795,7.396090664,6.24111635,-6.329631183,-0.701541812,-1.157046118,11.65802706,2,8,5,302,19,0,5,14,0,0,0,1,-319877.8525,2,18,2254,601,595,0,540,146,142,0,573,149,152,0,0,0,0,0,0,0,0,0,336,89,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461538462,5,2,1.44276,99.84,0,1GIJ_2PU
decoys_minimizations/mini_1gij_model0_chainA_2PU_resi501__chainA_hits_1_decoy_2PU_41_15.pdb,-0.179200989,715.2,0.666977855,0.333022145,-27.95211353,-28.38881494,8.557056324,3.108506021,-6.610842901,0,0,2.874361908,0,11,2,198,53,0,9,14,0,0,0,1,-115011.6947,0,16,2277,591,608,0,755,197,196,0,351,101,98,0,0,0,0,0,0,0,0,0,205,55,55,0,427,106,105,1,0,0,0,0,0,0,0,0,0.416666667,5,2,1.7261,91.75,0,1GIJ_2PU
decoys_minimizations/mini_1gj4_model0_chainH_132_resi410__chainH_altA_hits_1_decoy_132_23_34.pdb,-0.176058039,783.7,0.68281247,0.31718753,-23.83227594,-32.86534912,6.481260432,15.63759768,-3.147717826,0,-0.842741702,0.543091927,2,9,0,52,179,0,22,34,0,0,0,0,-1481.193864,4,31,2703,717,844,66,845,229,267,24,0,0,0,0,0,0,0,0,0,0,0,0,188,49,61,5,176,39,47,3,0,0,0,0,0,0,0,0,0.235294118,7,5,2.6035,87.03,0,1GJ4_132
decoys_minimizations/mini_1gj4_model0_chainH_132_resi410__chainH_altA_hits_1_decoy_132_29_45.pdb,-0.186087189,743.3,0.672795965,0.327204035,-23.75266615,-32.91935009,7.772253678,13.78935482,-2.734507765,0,-1.647920636,5.58340369,1,14,0,21,203,0,12,77,0,0,0,0,30714.23611,4,20,2331,617,743,58,909,241,287,25,0,0,0,0,580,154,186,12,0,0,0,0,165,37,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0.357142857,7,5,1.8157,87.03,0,1GJ4_132
decoys_minimizations/mini_1gj4_model0_chainH_132_resi410__chainH_altA_hits_1_decoy_132_32_85.pdb,-0.184075806,717.3,0.68791726,0.31208274,-20.79103887,-27.90488392,6.168989951,11.69831419,-2.008787848,0,-0.443179412,-1.244647622,1,10,0,41,169,0,19,35,0,0,0,0,20767.29706,3,22,2547,665,789,62,708,195,225,20,0,0,0,0,346,85,91,5,0,0,0,0,0,0,0,0,196,57,63,4,0,0,0,0,0,0,0,0,0.25,5,5,2.272,74.14,0,1GJ4_132
decoys_minimizations/mini_1gj5_model0_chainH_130_resi410__chainH_altB_hits_1_decoy_130_39_0.pdb,-0.144957189,658.5,0.643255744,0.356744256,-15.5057165,-24.0591037,8.87978026,7.39225596,-0.950110263,0,0,2.086012597,0,15,0,52,207,0,29,58,0,0,0,1,106900.8006,2,26,2812,764,885,70,536,143,168,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555555556,1,3,2.688,55.46,0,1GJ5_130
decoys_minimizations/mini_1gj5_model0_chainH_130_resi410__chainH_altB_hits_1_decoy_130_47_15.pdb,-0.185626719,691.7,0.706679003,0.293320997,-26.77430738,-27.46927112,4.128561758,9.792071958,-4.859512334,-1.833446718,-0.859485056,4.037114957,2,10,0,30,174,0,17,43,0,0,1,0,-64520.35206,2,26,2116,569,674,52,655,188,226,15,0,0,0,0,0,0,0,0,0,0,0,0,155,40,45,4,158,38,44,2,0,0,0,0,0,0,0,0,0.153846154,3,3,3.4522,67.98,0,1GJ5_130
decoys_minimizations/mini_1gj5_model0_chainH_130_resi410__chainH_altB_hits_1_decoy_130_5_173.pdb,-0.141807275,681.1,0.690088434,0.309911566,-21.316759,-22.45869797,3.850206019,5.338406693,-1.303901826,0,0,12.61740064,0,9,0,23,173,0,14,25,0,0,0,0,-200.9722291,0,19,2045,539,653,50,693,188,217,20,0,0,0,0,169,49,57,4,0,0,0,0,0,0,0,0,193,57,66,4,0,0,0,0,0,0,0,0,0.571428571,5,5,1.4089,74.14,0,1GJ5_130
decoys_minimizations/mini_1gj8_model0_chainB_133_resi251__chainB_altB_hits_1_decoy_133_27_273.pdb,-0.122557159,677.9,0.497596355,0.502403645,-20.13224484,-26.55867848,7.550391662,5.553038314,-0.191550192,0,0,3.752099659,0,8,0,46,188,0,13,77,0,0,0,0,-2556.954304,1,15,2632,748,847,73,236,69,82,8,293,80,99,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.647058824,3,3,2.1937,72.09,0,1GJ8_133
decoys_minimizations/mini_1gj8_model0_chainB_133_resi251__chainB_altB_hits_1_decoy_133_28_59.pdb,-0.099508688,663.8,0.481490385,0.518509615,-17.11235544,-23.04715397,6.178554039,4.308577626,0.579592757,0,0,2.984347669,0,14,0,39,155,0,12,61,0,0,0,0,50997.96581,1,7,2496,700,800,68,216,65,79,8,281,77,94,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.647058824,3,3,2.1937,72.09,0,1GJ8_133
decoys_minimizations/mini_1gj8_model0_chainB_133_resi251__chainB_altB_hits_1_decoy_133_5_78.pdb,-0.102359812,670,0.475423464,0.524576536,-14.90842873,-22.61863033,3.613050184,10.46763107,-0.720110925,0,-0.832073504,0.203370266,2,12,0,17,136,0,7,56,0,0,1,0,-55836.05306,3,12,2265,626,716,59,696,196,228,20,0,0,0,0,600,164,169,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,5,5,1.6352,74.14,0,1GJ8_133
decoys_minimizations/mini_1h1q_model0_chainC_2A6_resi1298__chainC_hits_1_decoy_2A6_18_0.pdb,-0.242696382,849,0.670685207,0.329314793,-31.4294506,-33.35397707,9.877535443,3.258693908,-5.100302796,-2.161127545,0,2.588191934,3,8,19,261,15,0,64,9,0,0,0,0,-111211.1316,2,26,3324,823,881,0,760,202,202,0,144,36,40,0,0,0,0,0,0,0,0,0,0,0,0,0,143,34,38,0,0,0,0,0,0,0,0,0,0.222222222,5,2,4.3326,61.28,0,1H1Q_2A6
decoys_minimizations/mini_1h1q_model0_chainC_2A6_resi1298__chainC_hits_1_decoy_2A6_23_12.pdb,-0.229581167,803.8,0.657119034,0.342880966,-20.28726237,-27.34231202,7.424757233,5.720393551,-2.048677419,-0.751842944,0,12.48448538,1,9,13,232,21,0,39,9,0,0,0,0,-10680.52218,3,24,3067,793,810,0,549,147,150,0,365,89,101,0,137,35,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,4,2,3.63662,67.01,0,1H1Q_2A6
decoys_minimizations/mini_1h1q_model0_chainC_2A6_resi1298__chainC_hits_1_decoy_2A6_46_31.pdb,-0.247846731,812.7,0.736199653,0.263800347,-28.19044396,-32.72137151,9.730083216,1.054400344,0.562183255,0,0,4.97582751,0,10,2,275,36,0,59,12,0,0,0,0,-40560.50609,0,30,3705,938,991,0,944,246,254,0,0,0,0,0,157,36,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,4,2,3.9415,65.96,0,1H1Q_2A6
decoys_minimizations/mini_1h82_model0_chainA_GZZ_resi590__chainA_hits_1_decoy_GZZ_11_117.pdb,-0.159200387,1254.9,0.642226021,0.357773979,-55.71113582,-60.04487121,20.84103598,7.562835971,-12.33710041,-1.020356487,-2.051474432,-3.469235713,3,21,121,276,342,19,20,87,0,0,2,3,-347351.1975,4,72,5205,1070,1483,10,1116,259,315,6,237,45,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.730769231,2,5,0.6504,101.99,0,1H82_GZZ
decoys_minimizations/mini_1h82_model0_chainA_GZZ_resi590__chainA_hits_1_decoy_GZZ_2_176.pdb,-0.1683038,1119.6,0.588443893,0.411556107,-33.03121247,-49.28778167,16.72882076,9.454207789,-2.33921106,-1.034077798,0,-1.119832432,1,22,148,223,242,16,5,54,0,0,1,0,113696.7756,4,47,4138,908,1137,14,1451,307,406,4,689,146,181,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.842105263,4,7,-2.4764,173.11,0,1H82_GZZ
decoys_minimizations/mini_1h82_model0_chainA_GZZ_resi590__chainA_hits_1_decoy_GZZ_3_259.pdb,-0.195143775,1201.1,0.617853312,0.382146688,-38.89477319,-47.4284552,16.75234386,9.763028252,-7.240177695,-1.375827099,-1.706280519,1.202620352,2,18,148,200,236,16,2,53,0,0,3,1,-233222.6015,4,52,4155,896,1123,16,1435,311,412,4,677,140,178,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.842105263,4,7,-2.4764,173.11,0,1H82_GZZ
decoys_minimizations/mini_1h9z_model0_chainA_RWF_resi3001__chainA_hits_1_decoy_RWF_20_0.pdb,-0.21506026,692.4,0.814603726,0.185396274,-29.73392077,-25.52945005,6.530155472,-3.17704061,-4.228156245,0,0,4.330462052,0,5,277,0,0,8,0,0,0,0,0,0,-31628.94561,0,27,2762,759,725,49,409,109,101,5,387,111,98,10,0,0,0,0,0,0,0,0,401,99,99,6,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,6,1,3.66849,47.28,0,1H9Z_RWF
decoys_minimizations/mini_1h9z_model0_chainA_RWF_resi3001__chainA_hits_1_decoy_RWF_8_5.pdb,-0.192818363,696.5,0.845055092,0.154944908,-37.18881642,-33.00707729,10.13024512,-3.885336492,-4.131408804,0,-1.583138807,6.642717183,1,5,366,0,0,21,0,0,0,0,0,0,56878.59868,1,23,2777,744,718,61,399,109,99,6,393,111,96,8,0,0,0,0,0,0,0,0,403,110,98,5,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,6,1,3.61909,47.28,0,1H9Z_RWF
decoys_minimizations/mini_1h9z_model0_chainA_RWF_resi3001__chainA_hits_1_decoy_RWF_9_20.pdb,-0.191574769,678.8,0.790079185,0.209920815,-28.57222051,-29.66154307,9.734798452,2.305169596,-4.902118556,0,-0.548562312,11.94869247,1,4,426,0,0,33,0,0,0,0,0,1,-223743.937,1,22,3313,891,844,76,192,52,49,4,561,151,134,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.882352941,2,1,3.0602,57.61,0,1H9Z_RWF
decoys_minimizations/mini_1ha2_model0_chainA_SWF_resi3001__chainA_hits_1_decoy_SWF_10_1.pdb,-0.22395099,629.5,0.807092819,0.192907181,-33.11271709,-28.31544218,7.26312863,-2.798831847,-5.051914032,0,-0.757934436,11.26494397,2,3,303,0,0,13,0,0,0,0,0,0,-69042.83946,0,25,2417,652,619,48,201,54,54,4,604,161,154,8,625,157,162,18,0,0,0,0,200,52,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,4,1,2.6388,67.26,0,1HA2_SWF
decoys_minimizations/mini_1ha2_model0_chainA_SWF_resi3001__chainA_hits_1_decoy_SWF_38_6.pdb,-0.218332429,696.6,0.815227368,0.184772632,-38.15623359,-31.94767684,9.388392549,-5.280435964,-4.03314088,0,-1.596240539,6.129528822,1,5,391,0,0,20,0,0,0,0,0,0,53326.27988,1,26,2608,710,671,60,418,114,106,8,397,115,107,8,0,0,0,0,0,0,0,0,407,112,106,5,0,0,0,0,0,0,0,0,0,0,0,0,0.538461538,6,1,3.74723,47.28,0,1HA2_SWF
decoys_minimizations/mini_1ha2_model0_chainA_SWF_resi3001__chainA_hits_1_decoy_SWF_42_10.pdb,-0.225389361,692.3,0.789984186,0.210015814,-23.72221843,-24.28268629,9.363786058,-1.70629492,-1.890141701,0,0,14.80283982,0,4,377,0,0,27,0,0,0,0,0,1,56500.74622,0,28,3364,904,849,78,197,55,49,4,564,161,151,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.882352941,2,1,3.0586,57.61,0,1HA2_SWF
decoys_minimizations/mini_1i9h_model0_chainB_BNI_resi502__chainB_hits_1_decoy_BNI_19_147.pdb,-0.10688728,709.66,0.725743008,0.274256992,-24.14550681,-26.49689913,8.333999083,0.312336296,-1.658426616,0,0,0.754267367,0,6,0,213,72,0,1,33,0,0,0,0,-17810.88047,1,24,2413,653,719,0,747,204,230,0,151,42,47,0,162,43,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176470588,6,3,2.0587,96.76,0,1I9H_BNI
decoys_minimizations/mini_1i9h_model0_chainB_BNI_resi502__chainB_hits_1_decoy_BNI_26_114.pdb,-0.088601624,736.27,0.77959885,0.22040115,-23.13352497,-22.04464753,5.512819403,-1.624392859,-1.929568132,0,0,-0.477108804,0,2,0,207,92,0,0,7,0,0,1,0,24200.70967,1,25,2253,594,674,0,677,184,217,0,142,39,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,6,3,2.4583,96.76,0,1I9H_BNI
decoys_minimizations/mini_1i9h_model0_chainB_BNI_resi502__chainB_hits_1_decoy_BNI_7_295.pdb,-0.136180864,725.89,0.680446659,0.319553341,-22.23185818,-31.0479743,6.42920222,9.597187639,-2.948049912,-0.573156868,-0.900435631,4.821506702,2,7,0,272,61,0,7,17,0,0,0,0,98509.81803,3,26,2139,584,633,0,747,191,213,0,598,169,183,0,199,54,66,0,0,0,0,0,0,0,0,0,108,33,38,0,0,0,0,0,0,0,0,0,0.142857143,7,2,2.1091,116.43,0,1I9H_BNI
decoys_minimizations/mini_1inc_model0_chainA_ICL_resi260__chainA_hits_1_decoy_ICL_18_49.pdb,-0.089579308,722,0.495899298,0.504100702,-21.76085929,-25.40206116,6.130973278,0.910087313,0.261471832,0,0,14.18205293,0,11,0,37,238,0,16,23,0,0,0,0,86181.04926,1,20,2179,686,725,66,480,149,159,16,142,39,43,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421052632,3,2,3.7686,70.14,0,1INC_ICL
decoys_minimizations/mini_1inc_model0_chainA_ICL_resi260__chainA_hits_1_decoy_ICL_42_34.pdb,-0.064293443,651.9,0.552765109,0.447234891,-17.10993737,-21.83211194,6.27264799,4.455681046,-2.025537576,0,0,3.915127543,0,7,0,60,156,0,16,16,0,0,0,0,39354.82088,1,21,2669,811,834,81,427,137,133,16,124,39,40,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,4,2,4.416,62.3,0,1INC_ICL
decoys_minimizations/mini_1inc_model0_chainA_ICL_resi260__chainA_hits_1_decoy_ICL_43_62.pdb,-0.029613876,673.6,0.581634388,0.418365612,-18.70889047,-23.00321316,6.858102658,3.334342853,-1.642906506,0,0,5.552000997,0,6,0,65,162,0,19,22,0,0,0,0,-9622.8026,0,20,2855,862,897,90,415,134,127,16,128,41,43,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,4,2,5.03284,62.3,0,1INC_ICL
decoys_minimizations/mini_1ix1_model0_chainA_BB2_resi1301__chainA_hits_1_decoy_BB2_13_266.pdb,-0.066382958,706.71,0.690425222,0.309574778,-12.92165593,-23.42824083,5.57055085,5.98190445,-0.343240279,0,0,5.50250594,0,14,72,121,65,0,25,10,0,0,0,0,-81983.34708,0,10,2196,552,602,42,482,131,126,12,428,114,115,10,0,0,0,0,0,0,0,0,263,65,73,6,0,0,0,0,0,0,0,0,0,0,0,0,0.5625,5,3,2.00214,79.46,0,1IX1_BB2
decoys_minimizations/mini_1ix1_model0_chainA_BB2_resi1301__chainA_hits_1_decoy_BB2_31_6.pdb,-0.069415265,696.56,0.644490824,0.355509176,-26.40372457,-27.96251447,7.00405123,9.161928315,-6.539773795,-3.050808552,-2.203281092,0.399299583,4,8,68,114,118,5,28,35,0,0,0,0,-129515.8315,4,15,2174,524,591,43,565,137,150,14,511,126,139,12,0,0,0,0,0,0,0,0,184,44,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0.8,6,3,2.0573,100.28,0,1IX1_BB2
decoys_minimizations/mini_1ix1_model0_chainA_BB2_resi1301__chainA_hits_1_decoy_BB2_34_273.pdb,-0.080724763,633.99,0.595592875,0.404407125,-16.1295254,-21.62688946,8.953072033,10.4344828,-4.308932301,-1.951557972,-4.812927364,15.4772984,4,7,54,102,61,0,34,18,0,0,0,2,-86821.39264,5,10,1943,480,507,45,241,57,70,6,741,181,201,17,0,0,0,0,0,0,0,0,243,53,67,7,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,6,3,1.30422,116.33,0,1IX1_BB2
decoys_minimizations/mini_1jla_model0_chainA_TNK_resi999__chainA_hits_1_decoy_TNK_13_222.pdb,-0.222604122,852.3,0.807018207,0.192981793,-28.50239352,-32.55963627,11.10985288,-1.283733931,-0.265427293,0,0,3.801954269,0,7,0,301,78,0,28,36,0,0,0,0,-102677.8969,0,28,3881,934,956,25,349,82,87,2,497,125,129,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523809524,4,1,4.20844,64.36,0,1JLA_TNK
decoys_minimizations/mini_1jla_model0_chainA_TNK_resi999__chainA_hits_1_decoy_TNK_17_297.pdb,-0.254604966,856.7,0.834429898,0.165570102,-34.1523694,-39.72108493,11.71675832,-0.516086173,-0.014899509,0,0,2.592636384,0,7,0,286,86,0,38,28,0,0,1,0,-1634.443959,0,46,3803,912,935,25,881,221,217,5,0,0,0,0,136,32,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,5,1,3.2627,55.11,0,1JLA_TNK
decoys_minimizations/mini_1jla_model0_chainA_TNK_resi999__chainA_hits_1_decoy_TNK_31_18.pdb,-0.280252374,920.2,0.857173412,0.142826588,-33.22691032,-38.15451023,10.1713916,-1.023039661,0.019331562,0,0,-1.34056244,0,11,0,314,86,0,43,10,0,0,0,0,53109.71562,0,41,3959,953,987,23,795,191,194,5,200,46,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19047619,4,1,4.4451,59.28,0,1JLA_TNK
decoys_minimizations/mini_1k3t_model0_chainC_BRZ_resi960__chainC_altA_hits_1_decoy_BRZ_20_1.pdb,0.040159855,445.3,0.747583756,0.252416244,-10.88578604,-18.8088525,9.734131363,2.422141063,-0.91014839,0,0,0.696542051,0,1,63,56,49,4,18,19,0,0,0,0,-119808.7108,0,25,1746,500,621,16,215,60,76,2,314,95,115,4,84,22,26,0,0,0,0,0,88,25,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,5,1,3.9502,43.38,0,1K3T_BRZ
decoys_minimizations/mini_1k3t_model0_chainC_BRZ_resi960__chainC_altA_hits_1_decoy_BRZ_47_26.pdb,0.042530711,472.8,0.821129373,0.178870627,-13.0250669,-16.25737842,5.254909133,-0.373085655,0.031063563,0,0,9.615505621,0,2,64,96,22,3,21,0,0,0,0,0,45623.10153,0,12,1897,577,713,27,117,37,43,1,424,128,151,5,0,0,0,0,0,0,0,0,0,0,0,0,95,28,34,2,0,0,0,0,0,0,0,0,0.6,4,1,3.0986,39.72,0,1K3T_BRZ
decoys_minimizations/mini_1k3t_model0_chainC_BRZ_resi960__chainC_altA_hits_1_decoy_BRZ_49_0.pdb,-0.007388247,469.6,0.755903547,0.244096453,-12.64368361,-12.65012923,2.950754183,-1.176283639,-1.202101147,0,0,1.758558283,0,5,64,38,18,2,7,2,0,0,0,0,-1999.187155,0,8,1530,446,550,20,399,123,153,6,141,38,48,2,0,0,0,0,0,0,0,0,120,36,43,1,0,0,0,0,161,52,63,4,0,0,0,0,0.166666667,4,1,3.1002,50.68,0,1K3T_BRZ
decoys_minimizations/mini_1ke5_model0_chainA_LS1_resi299__chainA_hits_1_decoy_LS1_16_74.pdb,-0.183654387,753.1,0.716596237,0.283403763,-25.41686042,-32.19567872,10.65562946,6.447903437,-3.710715809,-1.707921003,0,10.44660309,1,12,21,260,75,0,7,28,0,0,0,0,-36984.41591,1,25,2788,690,688,0,696,174,176,0,278,68,69,1,0,0,0,0,0,0,0,0,305,78,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357142857,6,2,1.785,88.32,0,1KE5_LS1
decoys_minimizations/mini_1ke5_model0_chainA_LS1_resi299__chainA_hits_1_decoy_LS1_35_141.pdb,-0.179177375,735.2,0.73674015,0.26325985,-24.03916887,-28.96713661,16.34198431,0.320173523,-3.178824166,-0.451685312,0,15.91894137,1,9,28,240,64,0,12,27,0,0,0,0,50171.8583,3,25,2681,673,672,0,719,182,186,1,301,83,76,0,147,37,38,0,0,0,0,0,0,0,0,0,223,54,53,0,0,0,0,0,0,0,0,0,0.2,3,2,2.5804,80.36,0,1KE5_LS1
decoys_minimizations/mini_1ke5_model0_chainA_LS1_resi299__chainA_hits_1_decoy_LS1_49_27.pdb,-0.209096199,736.1,0.761720593,0.238279407,-20.56276315,-24.67512506,11.20699859,-0.265664897,-1.906503566,0,0,2.3046497,0,11,0,296,19,0,13,3,0,0,0,0,18944.66323,1,22,2374,579,594,0,292,78,78,0,623,156,155,0,0,0,0,0,0,0,0,0,308,82,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0.538461538,4,2,1.63514,106.33,0,1KE5_LS1
